sample_id,true_label,humidity,temperature,airflow,distance_to_source,ketones,aldehydes,alcohols,amines,sulfur,terpenes,acids,hazard,bio_attraction,bio_avoidance,bio_stress,bio_metabolic_shift,sensor_MOS_1,sensor_MOS_2,sensor_MOS_3,sensor_EC_1,sensor_EC_2,sensor_QCM_1,sensor_PID_1,sensor_IR_1
environmental_hazard_00400,environmental_hazard,56.69104325802408,23.729352647747497,0.3881108139441819,2.590775933236223,0.2412629188731103,0.2732615546266478,0.23885914712070044,0.008367485263621834,0.31559629540437256,0.06190293837188593,0.06886317837553012,0.4106684837212969,0.0,1.0,0.7219042287333569,0.3763746508312691,0.5213444169156154,0.5422842680386082,0.5898069026612528,0.4601131592071276,0.7339594018741884,0.3097249003097069,0.716602698303862,0.49194354837834264
infection_like_voc_00022,infection_like_voc,67.55884355441692,21.63913525478219,0.5950821646888786,5.0633567952954275,0.13574449743526834,0.019749955396923057,0.06344310664596578,0.11393228148607973,0.061259121834333505,0.0033740138340436973,0.11371441443372324,0.0950932925239421,0.434176209245418,0.3948337564854538,0.2875694822984233,0.26189109200189503,0.2554992873660448,0.14910949166980575,0.2458153731466648,0.3145965087638112,0.2571231436385379,0.28279504621187723,0.2433131451575982,0.17652072292913756
safe_background_00170,safe_background,49.79887618262189,23.447158711997357,0.11942816357248692,1.2603488682415946,0.0,0.07531827377049788,0.11081486282710956,0.0015503339273037695,0.017454082235488336,0.06813058947205586,0.0,0.037612778593983834,0.6835718717188998,0.1765706580785485,0.0974166034128742,0.2495747485010062,0.10587985633981241,0.08682260698774728,0.08223262216381083,0.010409792562949743,0.08612427353533467,0.12856816683476519,0.13474002175718078,0.09438769294584856
safe_background_00044,safe_background,62.36919012535148,23.795041141224647,0.5435389032023705,0.9202274732570782,0.0,0.0,0.09008423102618884,0.04052256910752336,0.057616371845618415,0.012721123397397657,0.0,0.0,0.7333775922255605,0.24678690804851952,0.2620985312619407,0.18911521220496214,0.09841385577248644,0.048056258305126436,0.16279339999226705,0.1143699774916422,0.08415754754504079,0.08749334107970211,0.10668966914343486,0.11018133360074367
safe_background_00056,safe_background,51.112182694042836,21.387791454854696,0.3615019893062128,1.5357268141440692,0.0373877381331867,0.0512421833286453,0.045181783275267236,0.0293343927395169,0.0,0.10078541315296533,0.0,0.04981900600061223,0.8519325960576777,0.15109433298158342,0.3353418888444779,0.3055000614506129,0.10688609514369171,0.06558721624998064,0.06968874967829605,0.041429479925355256,0.06328577085651653,0.09183551950484792,0.1084476973806249,0.02636300454007562
safe_background_00175,safe_background,36.834860480320295,21.60296297992754,0.3649607618269636,0.712375111948501,0.043469072564316,0.04914874687513393,0.027827757696753674,0.03829166538120038,0.0,0.016107129380178102,0.03439713882385439,0.0,0.8702622287880787,0.2369932200613302,0.26979467834959026,0.13909305366378744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
infection_like_voc_00280,infection_like_voc,45.033386951779306,24.84674474258602,0.6077628415783801,3.9533253596503313,0.1386959124390493,0.06384677998517022,0.10719542970153845,0.08082420582765959,0.09177332311178497,0.07334423227358253,0.13417543327736214,0.0759956759150196,0.42693580257746755,0.5306765199371554,0.32894812402767337,0.15948396848248128,0.17943967358159527,0.19249981481143158,0.1518958283194354,0.14529039769720234,0.2331944115633722,0.20917771968549945,0.23507895771591536,0.19759336761038684
infection_like_voc_00418,infection_like_voc,39.08251662654824,21.760011854630594,0.15439475110637643,0.8475170126331031,0.4532964115638211,0.19564201781751867,0.1584733631825863,0.26311434431822484,0.1906358074588223,0.05119969050865632,0.40083308471240403,0.19298530618170842,0.46834923622291397,0.5616675436642125,0.4715734901718591,0.4795788082968684,0.5375477961487657,0.4741171752757851,0.4425770372750233,0.516363898736912,0.4426968272494839,0.5292098369531028,0.6296879364449604,0.45900622470305463
infection_like_voc_00153,infection_like_voc,55.12845791433994,23.39290269115364,0.1204201454118197,1.1365754781238575,0.4979257538374895,0.16055481063427204,0.1086819932187203,0.263214664381986,0.17551039520742723,0.08066886270510623,0.33400818726040443,0.22148750013889365,0.4975704836425025,0.6611350945566579,0.33919242286461937,0.44776122535822044,0.6943063729826802,0.4946509469903447,0.47801995269891273,0.5855750246630843,0.5959731448300615,0.5866715665035924,0.736041956999424,0.5295692836068634
food_spoilage_00484,food_spoilage,57.984246022465754,25.364708307720395,0.02,0.818836137931644,0.3518835824102229,0.21336223093738838,0.15017882739987456,0.4762912826105689,0.40188508743677637,0.07358427702886573,0.5111071860491876,0.06348362422555553,0.48693366264223703,0.6041953926655991,0.4649442115528946,0.23488430341308028,0.6560424056977714,0.6882566267060614,0.5348473929191386,0.8061869759414655,0.7196283542960047,0.7840052160919194,0.8068184179575124,0.6590543916022825
environmental_hazard_00121,environmental_hazard,55.130423171608086,24.60260542006346,0.5509898444681962,8.659909018652435,0.06938917340755484,0.06796785294218755,0.028960116869845162,0.03717617191421096,0.08931462440003256,0.07343689973741387,0.002820203463097172,0.11752146619646961,0.0,1.0,0.6619731324818481,0.2363683959175038,0.11605522042313698,0.13719287432927657,0.12310952289524954,0.21870958528007822,0.22532181501667622,0.11657615864658398,0.2539814579360946,0.12000959320488105
safe_background_00410,safe_background,46.00540103241697,17.799693165347037,0.5520308403580685,2.3933630705939706,0.03661934954456497,0.01220288313375638,0.05316340638491682,0.024108441008195577,0.0,0.03944463375057486,0.0,0.0,0.6999182874702898,0.30791590857737017,0.13455420895565115,0.33690684301717777,0.05355196630504592,0.0,0.0,0.0,0.0,0.0,0.0,0.0
environmental_hazard_00103,environmental_hazard,47.73794698338038,20.298319130339262,0.3563794391148721,0.8274113917651523,0.2609482928263355,0.2841886389788454,0.26036335485543316,0.15816788424347905,0.362884536877372,0.12105314682939869,0.12764634178892223,0.498660734492146,0.03665119340576098,1.0,0.9428583035365703,0.3811306705560093,0.5217101449183906,0.5828531785487443,0.5265588888375701,0.6905794369944088,0.8017778498903811,0.4602268416551297,0.897537743757226,0.5392184264601373
infection_like_voc_00388,infection_like_voc,53.43112242256061,21.694605106827677,0.39249175128395386,2.1081192910688586,0.2580732379661211,0.04517159727998364,0.10547323444374036,0.1796844684061944,0.13721540604593946,0.056287090510694124,0.19719621751347255,0.10146555496180593,0.402838375950778,0.6108957149377835,0.46690532404844604,0.44359452671091454,0.4135862631871122,0.2298780260291229,0.2488428315145473,0.25668735117148433,0.26532136056113176,0.3060797320907212,0.30229129364696944,0.2355098046575888
environmental_hazard_00022,environmental_hazard,44.186902838037945,22.16242150494279,0.6102029984631167,0.39025565344509827,0.2358197937675789,0.2838263305198061,0.15915888274512185,0.061261740617403304,0.3293905405636688,0.008952179241872589,0.14546795330425788,0.4740307364418128,0.0,1.0,0.8435090042102018,0.41504874346287884,0.3784611064828028,0.5258876631937103,0.39078342561481944,0.5743872375416522,0.7378481099801418,0.4043933387455407,0.7228480126551388,0.3683632719313494
safe_background_00528,safe_background,35.50111219961718,19.432348238990997,0.5757273282707558,1.719816774998279,0.031072408741220622,0.07909558603848964,0.07461256588716669,0.046664957404445026,0.0,0.015647621340871828,0.0,0.0,0.8602415404396426,0.28496371979901275,0.12939783007352498,0.3332724977077805,0.0,0.0,0.03454227064710277,0.0,0.0,0.0,0.006745313669994684,0.01827633664234357
environmental_hazard_00123,environmental_hazard,53.02166458488632,21.846468475241632,0.5832066313337001,4.136465328290523,0.16594335678157435,0.16522085937687228,0.09957635074993379,0.05171719302162611,0.18379816589435025,0.0,0.07837637785776329,0.21698634818027546,0.042364669983731104,0.854399604637996,0.8201407777709716,0.2364315862721934,0.29793888354015,0.3082083637760449,0.2551381079111785,0.31535390723694257,0.37893723031947063,0.2038402952178942,0.3854650143543274,0.26250189635264
food_spoilage_00528,food_spoilage,66.3824012181999,23.10179489141274,0.4687802991409017,5.827054795751685,0.11543184353893035,0.03606666154658472,0.11617320481408017,0.160841358603441,0.14976326244329252,0.0,0.23104772430961928,0.10861809779368081,0.6270013429075729,0.5302443912917402,0.33760418953907984,0.1737004719745792,0.31245538921192273,0.2450330535877984,0.3596654162143523,0.4222557973595231,0.3852737930350583,0.38699495371407056,0.4242657153701711,0.3350438220842807
food_spoilage_00649,food_spoilage,27.947974597444357,25.047964662055097,0.4679219866875129,4.491964869210264,0.14930968657976834,0.09723235529817569,0.09038841167012045,0.1913897547330563,0.21075323995406553,0.04678754060447672,0.1472444974076197,0.028594294685410974,0.6221143489452265,0.5659920616308494,0.29408757150742454,0.4644572506013231,0.18530259310932376,0.20451018929882903,0.1175038925064888,0.2971714760459664,0.22337027911652527,0.17948208204971638,0.23485082347294256,0.23227034420398937
food_spoilage_00467,food_spoilage,59.07527282017277,18.985423080487354,0.741740498330911,1.6173532940317923,0.1364302422472045,0.15338900282026477,0.09276621354056457,0.2264333769411176,0.191716249034039,0.01751004623103439,0.30060079926868355,0.021749057503884672,0.5770133111867279,0.4789237621780848,0.383138559484936,0.3574107415913572,0.19370250640886985,0.34398162639094126,0.20720702697256171,0.34672083961528477,0.27906755489610724,0.3813218727092012,0.338339834440898,0.373900428948039
safe_background_00527,safe_background,70.93264471817116,21.972622019582115,0.3557158017934298,2.7128960283619867,0.011404111309172097,0.05503514635234443,0.0,0.050381947532549445,0.0043798283122097525,0.01709220850563942,0.0,0.0,0.6078522966411058,0.16692549661407236,0.20510881472624062,0.1282295763047545,0.03420331775048847,0.08650268482944107,0.07462783338482931,0.10009607841756923,0.08785413445496867,0.13769756702682381,0.16150713004305794,0.17621551183740392
environmental_hazard_00163,environmental_hazard,46.296958169271065,23.953982930900924,0.3119325464713254,2.820244517963311,0.15053655634333124,0.22821766899780033,0.22327688570934687,0.06454260454399108,0.31232170634710105,0.05650620388158473,0.09844785735654488,0.40576366612354703,0.014545505681082503,0.9558916228387895,0.888849781555795,0.2263988670730966,0.37994513318783335,0.5126220705739497,0.47654699114736154,0.47943139519651545,0.6969993435340104,0.34099609401404535,0.6332002228287265,0.5277401733480719
food_spoilage_00139,food_spoilage,54.48442525654965,24.138052742471125,0.27244352808704564,0.818846669202965,0.21425144140999103,0.2180826806211162,0.16433097331363314,0.3715725689824044,0.35859825737375073,0.051869677028519225,0.39889057501261843,0.09340482510543979,0.48964384926167426,0.5190226209459632,0.4243609878139528,0.4623361523283118,0.48584302726773976,0.5423569665180727,0.5190529262364653,0.6104494336285008,0.6982725243943765,0.6928228407594813,0.7429301520378535,0.5757569924087899
infection_like_voc_00039,infection_like_voc,80.91389247604613,22.954880415813676,0.41539675036214896,9.297992148516595,0.10358798598906144,0.0,0.05327775437649841,0.012795013978968824,0.05846808633974259,0.07586358786449884,0.07077375623000172,0.0,0.5478212925504498,0.4854548423769549,0.43292786691734186,0.3751574640490217,0.3107519796896633,0.17851657962570563,0.20120474963427248,0.14028901006741107,0.17749776508219758,0.23442309148703414,0.18458267235912168,0.17857743549386254
food_spoilage_00633,food_spoilage,71.52078055670702,17.16952960724071,0.3571157062629894,5.240398321440342,0.1525068765872019,0.18195322205255615,0.0591106444297242,0.18224613641528162,0.1263415539501596,0.0,0.18144564664536322,0.0,0.557931251866522,0.3192359644882956,0.37612765326180336,0.2181681205066377,0.19291023191322526,0.3479761372483303,0.19821184700043365,0.28507893210894214,0.22544686284035995,0.35385221397170374,0.33157589242933233,0.23901747699163195
infection_like_voc_00152,infection_like_voc,65.88861339736135,30.590147728966684,0.5325959122272758,3.983760846873135,0.23618706430213895,0.05399444119515493,0.10119323502169789,0.13882261296995407,0.11616314837641364,0.03756102969291718,0.17080805142892497,0.09389522571423492,0.6051921004768532,0.45035295797777036,0.3861775728834703,0.4439698976892783,0.4608495028885402,0.3507300371301598,0.42925190326915963,0.4504295396523867,0.3576640760131064,0.4440997770778517,0.4886871744321144,0.4177302015915636
infection_like_voc_00503,infection_like_voc,58.591249569762965,24.38566701651856,0.3389920021998793,3.5499386804978617,0.21052432091393447,0.057997669146101674,0.0917532059950947,0.12770856414105491,0.0676759774618306,0.0007766873922908681,0.20693359243779685,0.10791374398945355,0.48259055368425274,0.557137898585018,0.5292316314141667,0.38579282226105843,0.23828693250531016,0.2696568640005744,0.2656732623189586,0.22263135002457612,0.236759405128512,0.3610479090847269,0.37748609599109034,0.2911162318624852
safe_background_00173,safe_background,67.54077598925349,23.41602870513422,0.5523137144234674,0.3995433993876445,0.0,0.08363458676370134,0.0839699685308177,0.03226062926783023,0.0,0.029413611179416144,0.0,0.007043376655368424,0.7225102192731553,0.05720237971794792,0.24674273207876704,0.21030542118221468,0.09478127647084282,0.13291996635386735,0.1807165060158329,0.08162402988930392,0.016627351117464703,0.1339692493148878,0.1763078173204228,0.147004184737966
environmental_hazard_00258,environmental_hazard,64.33036376134142,26.065394152332207,0.6023200107542969,3.850933600817695,0.1452158637118128,0.17752645847863843,0.07388743595949582,0.04666471007241332,0.22723775012757289,0.030224975965165688,0.15327982959258854,0.2725093492276701,0.0,1.0,0.9140581672746734,0.21029537468225395,0.36677723948084595,0.45013017077048634,0.3613280106056697,0.43979293890441634,0.6271791794359681,0.4670323541594511,0.5220286581105266,0.3399643040866496
infection_like_voc_00417,infection_like_voc,66.56790906353707,19.922091765591073,0.6141433337890938,1.7201638439803082,0.23960171345671763,0.07363380160207739,0.09215467253926032,0.19211541746692987,0.13697701184555927,0.0935574297049019,0.19091976778751613,0.04670558420932827,0.5436464209477035,0.4897453319362446,0.3296653898483421,0.3024490431191351,0.33722263822446374,0.25981915636095215,0.359267800373249,0.3498871264694968,0.29920674997066493,0.41007931187486585,0.38209122882018803,0.254017032047696
food_spoilage_00648,food_spoilage,68.39921175655792,25.999659483804304,0.23629111248824056,5.534856036877136,0.13466601734712957,0.08638705736070142,0.127157218576478,0.18557603375807366,0.17730038756995845,0.06904574996130375,0.18274589586064635,0.04722138547232428,0.49541534363416184,0.42913978215161597,0.5083147022070716,0.34649374991284804,0.3091700524741268,0.42189307231805534,0.38795627141731404,0.4547968022607459,0.4242317243665049,0.4243330663348971,0.35724759593719,0.4207545767801678
safe_background_00188,safe_background,49.121773496930196,16.562234900294076,0.4983046178433341,4.18405249841256,0.03139221116306809,0.00441513420433313,0.0,0.02595676062163539,0.018248795169491166,0.0,0.04547611782682507,0.0,0.6903434911458695,0.354473521755753,0.24469158915913336,0.18548575055209884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
safe_background_00211,safe_background,56.4797128533095,20.587378360852718,0.3707839780943163,8.607914472961639,0.02208888076868425,0.0,0.04569057497344878,0.013920449678400408,0.01501473042745803,0.0,0.0,0.03419144596324257,0.8796593986099677,0.25680120189361255,0.08896002494514989,0.24619319313756313,0.13062198291760196,0.024706852703166075,0.10826435334517398,0.005014381230822717,0.038077333801974346,0.046024611791031976,0.06611096511151235,0.006608083983187175
food_spoilage_00375,food_spoilage,61.960693514997814,20.05368149598125,0.3167874116970344,1.3975809199395108,0.18169115703296548,0.21142816103810305,0.1726972298452389,0.37421280688898184,0.30794047256619245,0.06712274356679655,0.3095696449843085,0.11159786475552826,0.5543557295927309,0.5284963250791138,0.5338339514556014,0.3041936130731041,0.3898106677932757,0.5540574463785977,0.4355125626178199,0.6054924239864626,0.5371497316787048,0.5265793371083686,0.5776336531875463,0.5112151846044897
environmental_hazard_00125,environmental_hazard,60.70111336139366,22.59004848336138,0.3816559076770695,1.9876399430694192,0.23793592584964693,0.22058234524312084,0.22200870288804542,0.05930956368830809,0.3359152764278679,0.09568894300247087,0.15069111751480768,0.47116463736063824,0.0,0.9843699189159036,0.9302763198110654,0.2955989656169689,0.5163437813006434,0.5880494290800805,0.5716562898299763,0.5801239300603593,0.8564453057531725,0.4402629219850576,0.8308901372256201,0.5393799823926159
infection_like_voc_00250,infection_like_voc,32.811966572173475,17.637396802607725,0.5056134543436782,5.030922515219973,0.1736721375653825,0.09608806816116255,0.09439675928572616,0.07872834244547615,0.05018613634612924,0.05123356497064482,0.1451231261679521,0.09239768437634122,0.494549463093072,0.5186552841629354,0.2935245889821905,0.3168111288668096,0.13128082219248974,0.09080217783703945,0.12126539159275403,0.035446130629995694,0.10481623752076304,0.10009672520372556,0.13899615194248674,0.04317642872044859
infection_like_voc_00034,infection_like_voc,36.25222945330742,25.551658238645256,0.4170676589625204,2.18107280840883,0.21523673380963365,0.130320085153285,0.12508152331967531,0.17663278282035844,0.15354863441929195,0.013117813793727484,0.250990657549049,0.09385009127317057,0.5138435436234768,0.5350671431946478,0.43558959835952427,0.4074029193814812,0.3874435796110648,0.2832537488541032,0.28712752006355174,0.2914130829853287,0.35549869288236996,0.3177524826683029,0.5091162658654944,0.22788576810826763
environmental_hazard_00568,environmental_hazard,47.22582723263117,26.443323728847787,0.7101776708457014,1.9021690948123913,0.19338715477022492,0.23242728253957678,0.17239198768891958,0.0827711230412693,0.2910503386602436,0.03558775881060277,0.06332918343655972,0.3681361502362339,0.016842305891237683,1.0,0.7783969255928535,0.2966505018858815,0.41348871859690933,0.4684070649961779,0.3844098033942216,0.5467800936963614,0.6144587092144516,0.3522532595506559,0.6713799917586845,0.48792581530656043
environmental_hazard_00004,environmental_hazard,54.95591167894039,22.824090297721945,0.446373351079522,3.456261876269921,0.145275852587025,0.11300904674609606,0.18379428236716072,0.017590205935145327,0.30915668276713265,0.030382280406583584,0.12034120840409844,0.36682156179346276,0.09673133331836864,1.0,0.7628192404724105,0.2875710441512128,0.31981308768984446,0.38442735279023466,0.3559246095446613,0.44635263746114473,0.519322256217167,0.3150233899031045,0.5761018087423597,0.3585249617256431
safe_background_00387,safe_background,58.875463514800536,15.869025741480613,0.3958013528756028,5.574655230868645,0.050628649097025316,0.03585848457873967,0.10699560598204434,0.0,0.016763846054619447,0.0,0.03914651916567675,0.0006741166975607724,0.8749784365391379,0.17156387738422774,0.28550503932071664,0.29163317573358793,0.03810591117065263,0.043812356026898126,0.08481108751008352,0.007946412151839074,0.0,0.0,0.037760678683638554,0.0
safe_background_00450,safe_background,69.6839778442237,20.481312016279215,0.4976747116301021,2.963155544874539,0.015692762685239253,0.04934634877021406,0.0,0.0,0.0,0.04380851858242981,0.03172786504898733,0.03546372619966567,0.6883110531435046,0.16391618739722671,0.15683454810171135,0.3225576874441702,0.15432214827664498,0.13928254541450075,0.09515952191005161,0.13644393381899383,0.08235499030345028,0.07381765710969113,0.10959126480772548,0.051352193473953076
food_spoilage_00157,food_spoilage,50.791107515873804,22.478609020963223,0.4882405369985173,0.49967358409694645,0.17322280800558237,0.1712241339232241,0.1267300473798986,0.37544745566824245,0.31402840057071796,0.06906974478348948,0.3265781472711141,0.08930175038843435,0.43551609488637455,0.5488316587790125,0.4832742377023554,0.3826646189117001,0.3807442494709372,0.49723389903433557,0.39131423915760805,0.5805607203760735,0.57345732078394,0.5637046413544953,0.5177052900145105,0.4398318968420162
food_spoilage_00238,food_spoilage,57.09574989136449,22.907743083514646,0.4954631130185838,5.638067645138539,0.0280435368172582,0.11398160021065291,0.0322998096574167,0.13042935574477788,0.09615824756471934,0.0,0.105736405276283,0.019260446082823814,0.6605990147129467,0.40918323361129005,0.3511210537546179,0.17939299370366166,0.15329068348628044,0.1806236746659246,0.04985180602162692,0.23007623601176824,0.2260985530582238,0.17291816981648783,0.24266812110098415,0.12893380236610694
environmental_hazard_00212,environmental_hazard,38.672822791252976,23.329547192104407,0.5969893980344696,2.188461192240912,0.22591493660345183,0.168248614220129,0.13348227646911554,0.08764322205422218,0.2974026036821362,0.034981201862851155,0.04443455047714333,0.4036589394535414,0.0,1.0,0.737038211083749,0.2399390255810059,0.3670584784774541,0.4099879374900237,0.3015689154175077,0.5279732878139489,0.622878873072501,0.24446778648680753,0.5875572468193799,0.37491420560971556
infection_like_voc_00467,infection_like_voc,71.39416268734172,23.85029201196479,0.48658563456775616,4.568166058756542,0.17816841893391577,0.05443111472409683,0.05279752188176908,0.05367797013618194,0.05994013403073202,0.07871379753380713,0.11241229289231844,0.013767789690819487,0.6168350406013862,0.4816584649045988,0.39809852546898794,0.27813340932372077,0.3487304635973694,0.2955665779186998,0.22354981550214123,0.2449127339434952,0.26395249556895095,0.23186873768079283,0.3583836088778278,0.28968238814004227
safe_background_00507,safe_background,55.3327441526571,25.888775238810425,0.1647498567216742,4.213161772046602,0.05364148702734318,0.0,0.03488662182946158,0.00492048121412162,0.0,0.0,0.0,0.008801697562857761,0.6819470220556406,0.18431628338271716,0.0061362116413143375,0.20146399988949834,0.14065960034039698,0.0880118382291055,0.08274434840235773,0.06710291939443656,0.023526493475614467,0.12544666277936967,0.16797377087276588,0.08141044130294986
food_spoilage_00030,food_spoilage,52.58489036519786,22.382638028750478,0.5174234788614498,3.098781583911411,0.15054889201920232,0.1073186452227733,0.1167753761730359,0.25156101597532554,0.20403107037068874,0.056612990309376415,0.18347868486704996,0.0,0.6783118419784433,0.5193642723990611,0.3593251797235656,0.3466471188656606,0.34521764106197644,0.33806674970078643,0.31123020323464845,0.32452770515572,0.2807213972534476,0.23489860948765617,0.366379516830941,0.32749741430268603
safe_background_00070,safe_background,47.57264136890364,20.030887319355674,0.348185025296093,5.289837258152459,0.07520584932388193,0.09472535806993335,0.0,0.008607793829838884,0.0,0.0,0.0,0.0,0.658349018168127,0.20046997755882323,0.059662526529087434,0.3012127889267575,0.0018108022524269685,0.15552521255971782,0.0,0.0,0.0,0.05208178584728944,0.07400045768596455,0.011962287762344677
environmental_hazard_00474,environmental_hazard,51.81340185876818,20.170685796006595,0.46759673574711125,4.995340745191812,0.0751382845757735,0.09065139014161737,0.1394915735606317,0.058392082284950554,0.24424008447196127,0.01147106472447855,0.016477089359563983,0.30639979139521484,0.0,1.0,0.7042656223561974,0.2761727043559878,0.18146738861424777,0.2017878725658488,0.339666931958248,0.3084035952937384,0.42862963992179004,0.1503063718255109,0.30621498355527565,0.22801925665133763
safe_background_00194,safe_background,52.585722838063,28.11138369087944,0.13283995733934978,2.0725307262213737,0.0,0.008714281858530164,0.0314763593736909,0.004683036425250113,0.0,0.04583136550611053,0.035818231585099614,0.02404222472419796,0.6728701060567135,0.21755992601182117,0.09579025031000288,0.17968753901301718,0.16546638823136944,0.08687348032771477,0.05599701482003232,0.08951719788498746,0.031134588041039572,0.04921166512943258,0.06353437785875343,0.08174426197345758
safe_background_00073,safe_background,65.32635649553734,26.676448743397255,0.29230021363896763,2.0866136794093997,0.02933512534236684,0.0,0.05823280652318471,0.03118346632034336,0.008543855939991333,0.029546090724923098,0.001875602577811969,0.05720491731846834,0.6678814685209885,0.17549170897301525,0.16057748584054346,0.29516368992477343,0.0922044684597769,0.07955104430211671,0.09174782352060132,0.15754999958401006,0.1103495577681364,0.11997787818832924,0.20641661296990063,0.12899080854383174
infection_like_voc_00013,infection_like_voc,48.77563557651485,16.251419423866004,0.7593956581331357,2.4060305321643787,0.21381765758466123,0.0732919974709792,0.08327400965539332,0.12131919313532091,0.11757033586708747,0.052057846371512895,0.12513884082776788,0.07088904463007185,0.5943698561900266,0.45862200809624504,0.3854004366251357,0.2752413478936415,0.19626670411206149,0.12282277182916565,0.09738443220642892,0.19068041904835603,0.21313709832102087,0.15106322813327894,0.27408215223364407,0.12739504050788295
